"","Samp","PC_LD1","PC_LD2","Country","Year","TimeBin","Region","H_C"
"707","TRHS226",0.028374249,-0.040724411,"USA",1899,"1878-1917","North","H"
"708","TRHS228",0.026132758,-0.039363085,"USA",1950,"1918-1957","North","H"
"709","TRHS229",0.034075301,-0.039985368,"USA",1939,"1918-1957","North","H"
"710","TRHS231",0.026139257,-0.039376202,"USA",1962,"1958-1997","North","H"
"711","TRHS232",0.038213081,0.072706905,"USA",1987,"1958-1997","South","H"
"712","TRHS233",0.034925456,-0.036740342,"USA",1957,"1918-1957","North","H"
"713","TRHS234",0.015074967,-0.037354924,"USA",1945,"1918-1957","North","H"
"714","TRHS235",0.028540153,-0.040640068,"USA",1952,"1918-1957","Middle","H"
"715","TRHS236",0.025251673,-0.021442379,"USA",1954,"1918-1957","North","H"
"716","TRHS237",0.030393585,-0.036604858,"USA",1918,"1918-1957","North","H"
"717","TRHS238",0.024914436,-0.039315467,"USA",1959,"1958-1997","North","H"
"718","TRHS239",0.036712992,-0.039587491,"USA",1951,"1918-1957","North","H"
"719","TRHS240",0.035541148,0.069659183,"USA",1987,"1958-1997","South","H"
"720","TRHS241",0.032624373,-0.037473389,"USA",1970,"1958-1997","South","H"
"721","TRHS242",0.013337978,0.026916123,"USA",2018,"1998-Present","South","H"
"722","TRHS243",0.035626263,-0.035786868,"USA",1948,"1918-1957","South","H"
"723","TRHS244",0.038155105,0.061670971,"USA",1967,"1958-1997","South","H"
"724","TRHS245",0.026335733,0.046312191,"USA",2013,"1998-Present","South","H"
"725","TRHS246",0.007699737,0.051131572,"USA",2012,"1998-Present","South","H"
"726","TRHS247",0.043045678,0.064702621,"USA",1936,"1918-1957","South","H"
"727","TRHS248",0.014982555,0.049161502,"USA",1977,"1958-1997","South","H"
"728","TRHS249",0.004497687,0.047615556,"USA",2013,"1998-Present","","H"
"729","TRHS250",0.025483752,0.062360581,"USA",1987,"1958-1997","South","H"
"730","TRHS251",0.041778357,0.067454824,"USA",1967,"1958-1997","South","H"
"731","TRHS252",0.021763925,0.003031191,"USA",1958,"1958-1997","South","H"
"732","TRHS254",0.011552986,0.021152588,"USA",2001,"1998-Present","South","H"
"733","TRHS255",0.029125177,0.069411703,"USA",2005,"1998-Present","South","H"
"734","TRHS256",0.009832993,0.058373968,"USA",2006,"1998-Present","South","H"
"735","TRHS257",0.036586343,-0.018993138,"USA",1956,"1918-1957","","H"
"736","TRHS259",0.034419639,-0.038720972,"USA",1974,"1958-1997","Middle","H"
"737","TRHS260",0.02519474,-0.027897705,"USA",1989,"1958-1997","Middle","H"
"738","TRHS261",0.020358107,0.048301477,"USA",1988,"1958-1997","","H"
"739","TRHS262",0.039391941,-0.029103074,"USA",1924,"1918-1957","Middle","H"
"740","TRHS263",0.02141569,0.003758821,"USA",1992,"1958-1997","","H"
"741","TRHS264",0.029414147,-0.014539742,"USA",1987,"1958-1997","Middle","H"
"742","TRHS265",0.033204555,-0.037191474,"USA",1972,"1958-1997","Middle","H"
"743","TRHS266",0.032195261,-0.039548427,"USA",1968,"1958-1997","Middle","H"
"744","TRHS267",0.039557136,-0.03172688,"USA",1966,"1958-1997","Middle","H"
"745","TRHS268",0.03778225,-0.013156153,"USA",1965,"1958-1997","Middle","H"
"746","TRHS269",0.032913816,-0.038936386,"USA",1974,"1958-1997","Middle","H"
"747","TRHS270",0.035869614,-0.033881921,"USA",1983,"1958-1997","Middle","H"
"748","TRHS271",0.033167575,0.002810923,"USA",1986,"1958-1997","Middle","H"
"749","TRHS272",0.030972737,-0.020609565,"USA",1986,"1958-1997","Middle","H"
"750","TRHS273",0.032803542,-0.032291837,"USA",1986,"1958-1997","Middle","H"
"751","TRHS274",0.030988499,-0.04390053,"USA",1989,"1958-1997","","H"
"752","TRHS275",0.032334312,-0.00689513,"USA",NA,NA,"","H"
"753","TRHS276",0.024269708,0.014590658,"USA",NA,NA,"","H"
"754","TRHS277",0.029597352,0.004079332,"USA",1985,"1958-1997","Middle","H"
"755","TRHS278",0.019912714,0.02729681,"USA",1970,"1958-1997","Middle","H"
"756","TRHS280",0.038168938,-0.029107425,"USA",1895,"1878-1917","","H"
"757","TRHS281",0.041786645,-0.029513387,"USA",1885,"1878-1917","Middle","H"
"758","TRHS283",0.029832586,-0.038208895,"USA",1919,"1918-1957","","H"
"759","TRHS284",0.038028734,-0.032697628,"USA",1913,"1878-1917","Middle","H"
"760","TRHS285",0.027018177,-0.034262747,"USA",1965,"1958-1997","Middle","H"
"761","TRHS286",0.029020091,-0.038977476,"USA",1914,"1878-1917","Middle","H"
"762","TRHS287",0.030632369,0.046375654,"USA",NA,NA,"","H"
"763","TRHS289",0.033695518,-0.039652959,"USA",1966,"1958-1997","North","H"
"764","TRHS290",0.035335314,-0.034627436,"USA",1982,"1958-1997","North","H"
"765","TRHS291",0.022690376,-0.037245106,"USA",1982,"1958-1997","North","H"
"766","TRHS292",0.035587164,-0.037871626,"USA",1889,"1878-1917","North","H"
"767","TRHS293",0.022496373,-0.021474613,"USA",1887,"1878-1917","North","H"
"768","TRHS294",0.019330996,-0.026080083,"USA",1985,"1958-1997","North","H"
"769","TRHS297",0.036623824,-0.033437528,"USA",1898,"1878-1917","North","H"
"770","TRHS298",0.026069075,-0.037593291,"USA",1956,"1918-1957","North","H"
"771","TRHS299",0.019441516,-0.03450117,"USA",1993,"1958-1997","North","H"
"772","TRHS300",0.035707698,-0.02897265,"USA",1875,"1838-1877","North","H"
"773","TRHS301",0.015891464,-0.037811557,"USA",2004,"1998-Present","North","H"
"774","TRHS302",0.033308751,-0.039530346,"USA",1939,"1918-1957","North","H"
"775","TRHS303",0.019941306,-0.040119305,"USA",2003,"1998-Present","","H"
"776","TRHS304",0.018404625,-0.023859695,"USA",1972,"1958-1997","North","H"
"777","TRHS306",0.032034914,-0.038775345,"USA",2002,"1998-Present","North","H"
"778","TRHS307",0.031179419,-0.027018792,"USA",1894,"1878-1917","North","H"
"779","TRHS309",0.029315909,-0.038642777,"USA",1967,"1958-1997","North","H"
"780","TRHS310",0.025978694,-0.042633024,"USA",1977,"1958-1997","North","H"
"781","TRHS312",0.022956332,-0.040217888,"USA",1967,"1958-1997","North","H"
"782","TRHS313",0.029581981,-0.03719736,"USA",1968,"1958-1997","North","H"
"783","TRHS314",0.008465648,0.035862848,"USA",1941,"1918-1957","North","H"
"784","TRHS316",0.038317764,-0.035240249,"USA",1897,"1878-1917","North","H"
"785","TRHS317",0.034126285,-0.032139927,"USA",1894,"1878-1917","North","H"
"786","TRHS318",0.038303502,-0.036590945,"USA",NA,NA,"","H"
"787","TRHS321",0.037045891,-0.038914469,"USA",2005,"1998-Present","North","H"
"788","TRHS322",0.028723451,-0.037316406,"USA",1980,"1958-1997","North","H"
"789","TRHS323",0.034606017,-0.03673255,"USA",2009,"1998-Present","North","H"
"790","TRHS324",0.027850951,0.019800047,"USA",2007,"1998-Present","South","H"
"791","TRHS325",0.032514954,0.068037448,"USA",2002,"1998-Present","South","H"
"792","TRHS326",0.020509354,-0.007763746,"USA",1995,"1958-1997","North","H"
"793","TRHS327",0.022230115,-0.037138809,"USA",2009,"1998-Present","North","H"
"794","TRHS328",0.032563173,-0.036646488,"USA",2000,"1998-Present","North","H"
"795","TRHS329",0.033882569,-0.037278631,"USA",1892,"1878-1917","North","H"
"796","TRHS331",0.013445246,0.041438414,"USA",1966,"1958-1997","North","H"
"797","TRHS332",0.030745838,-0.039002377,"USA",1930,"1918-1957","North","H"
"798","TRHS334",0.033544332,-0.038017647,"USA",2008,"1998-Present","North","H"
"799","TRHS335",0.031677368,-0.042110082,"USA",1927,"1918-1957","North","H"
"800","TRHS337",0.037288509,0.068576181,"USA",1990,"1958-1997","","H"
"801","TRHS338",0.04182206,0.069028608,"USA",1984,"1958-1997","","H"
"802","TRHS339",0.040379211,0.066339338,"USA",1987,"1958-1997","South","H"
"803","TRHS340",0.041248388,0.069932933,"USA",1993,"1958-1997","","H"
"804","TRHS341",0.041290434,0.063923543,"USA",1971,"1958-1997","South","H"
"805","TRHS342",0.036248319,0.069116951,"USA",1989,"1958-1997","South","H"
"806","TRHS343",0.03905537,0.06730056,"USA",1981,"1958-1997","South","H"
"807","TRHS344",0.038100255,0.066080677,"USA",1987,"1958-1997","South","H"
"808","TRHS345",0.042611587,0.06766028,"USA",1933,"1918-1957","South","H"
"809","TRHS346",0.04066165,0.066443216,"USA",2013,"1998-Present","South","H"
"810","TRHS347",0.037936175,0.065650995,"USA",2020,"1998-Present","South","H"
"811","TRHS348",0.030918107,0.070215597,"USA",2004,"1998-Present","South","H"
"812","TRHS349",0.037740059,0.070161157,"USA",1996,"1958-1997","South","H"
"813","TRHS350",0.043356127,0.042763346,"USA",1962,"1958-1997","South","H"
"814","TRHS351",0.044507799,0.066054591,"USA",1941,"1918-1957","South","H"
"815","TRHS352",0.043044694,0.063804044,"USA",1933,"1918-1957","South","H"
"816","TRHS353",0.039359262,0.065355917,"USA",1969,"1958-1997","South","H"
"817","TRHS354",0.045909367,0.04227059,"USA",1949,"1918-1957","South","H"
"818","TRHS355",0.045334008,0.060373287,"USA",1949,"1918-1957","South","H"
"819","TRHS356",0.031383555,0.061443058,"USA",2003,"1998-Present","South","H"
"820","TRHS357",0.034326213,0.067116844,"USA",1976,"1958-1997","South","H"
"821","TRHS358",0.040590646,0.069709504,"USA",NA,NA,"","H"
"822","TRHS359",0.038934536,0.06981323,"USA",1971,"1958-1997","South","H"
"823","TRHS360",0.028295528,0.06663011,"USA",1973,"1958-1997","South","H"
"824","TRHS361",0.045131788,0.061044228,"USA",2002,"1998-Present","South","H"
"825","TRHS362",0.039184182,0.067231435,"USA",1990,"1958-1997","","H"
"826","TRHS363",0.025848769,-0.012899692,"USA",1966,"1958-1997","South","H"
"827","TRHS364",0.016437392,-0.028880993,"USA",1931,"1918-1957","South","H"
"828","TRHS366",0.036843008,-0.022920687,"USA",1876,"1838-1877","","H"
"829","TRHS367",0.042188265,0.056302039,"USA",1949,"1918-1957","","H"
"830","TRHS368",0.036813898,0.064482458,"USA",1965,"1958-1997","","H"
"831","TRHS369",0.034418679,0.061581003,"USA",1965,"1958-1997","","H"
"832","TRHS371",0.01350043,-0.032892042,"USA",1898,"1878-1917","","H"
"833","TRHS372",-0.021001286,-0.026164302,"USA",1991,"1958-1997","North","H"
"834","TRHS373",0.01361095,-0.030668748,"USA",1991,"1958-1997","North","H"
"835","TRHS374",0.010931173,-0.034832881,"USA",1991,"1958-1997","North","H"
"836","TRHS375",0.017571972,-0.031966694,"USA",2001,"1998-Present","","H"
"837","TRHS376",0.016671725,-0.030964628,"USA",1939,"1918-1957","North","H"
"838","TRHS377",0.010149901,-0.029337416,"USA",1959,"1958-1997","North","H"
"839","TRHS378",0.019090223,-0.033599815,"USA",2008,"1998-Present","North","H"
"840","TRHS379",0.027244622,-0.033296329,"USA",1962,"1958-1997","North","H"
"841","TRHS380",0.013765503,-0.027743068,"USA",1972,"1958-1997","North","H"
"842","TRHS381",0.017178135,-0.032383202,"USA",1996,"1958-1997","","H"
"843","TRHS382",0.019159269,-0.030313661,"USA",1984,"1958-1997","North","H"
"844","TRHS383",-0.011112427,-0.029246479,"USA",1983,"1958-1997","North","H"
"845","TRHS385",-0.013283236,-0.028966471,"USA",2021,"1998-Present","Middle","H"
"846","TRHS386",0.027159046,-0.033837127,"USA",1891,"1878-1917","North","H"
"847","TRHS387",0.025568789,-0.031066424,"USA",2010,"1998-Present","North","H"
"848","TRHS388",0.011124989,-0.028872522,"USA",1935,"1918-1957","North","H"
"849","TRHS389",0.008589417,-0.034151896,"USA",1993,"1958-1997","North","H"
"850","TRHS390",0.003161493,-0.034741632,"USA",2014,"1998-Present","North","H"
"851","TRHS391",0.006669345,-0.029246754,"USA",1990,"1958-1997","North","H"
"852","TRHS392",0.016959232,-0.034389178,"USA",1891,"1878-1917","","H"
"853","TRHS393",0.010409392,-0.029838374,"USA",1975,"1958-1997","North","H"
"854","TRHS394",0.006421929,-0.030308773,"USA",1993,"1958-1997","North","H"
"855","TRHS395",0.009212373,-0.034561304,"USA",2005,"1998-Present","North","H"
"856","TRHS396",0.001535271,-0.007077014,"USA",1978,"1958-1997","North","H"
"857","TRHS397",0.009705338,-0.035717536,"USA",2012,"1998-Present","North","H"
"858","TRHS398",0.032251699,-0.037259172,"USA",1971,"1958-1997","North","H"
"859","TRHS399",0.032706214,-0.022696506,"USA",2011,"1998-Present","North","H"
"860","TRHS400",0.025246268,-0.025055445,"USA",1877,"1838-1877","North","H"
"861","TRHS401",0.036021491,-0.036991616,"USA",2001,"1998-Present","North","H"
"862","TRHS402",0.021275701,-0.006914769,"USA",1935,"1918-1957","Middle","H"
"863","TRHS403",0.011994975,0.011282019,"USA",1968,"1958-1997","North","H"
"864","TRHS404",0.0364253,0.018563399,"USA",1882,"1878-1917","North","H"
"865","TRHS405",0.023718462,0.030370541,"USA",1970,"1958-1997","North","H"
"866","TRHS406",0.03203344,-0.028853924,"USA",2005,"1998-Present","North","H"
"867","TRHS407",0.037650235,-0.010479711,"USA",1879,"1878-1917","North","H"
"868","TRHS408",0.034242854,-0.03931364,"USA",2004,"1998-Present","North","H"
"869","TRHS409",0.03631375,-0.033848537,"USA",2010,"1998-Present","North","H"
"870","TRHS410",0.03685916,-0.038212047,"USA",2022,"1998-Present","North","H"
"871","TRHS411",0.031114589,-0.040323281,"USA",2024,"1998-Present","North","H"
"872","TRHS412",0.031127573,-0.043510418,"USA",2019,"1998-Present","North","H"
"873","TRHS413",0.037004454,-0.036830557,"USA",1883,"1878-1917","North","H"
"874","TRHS414",0.03517696,-0.041915645,"USA",1889,"1878-1917","North","H"
"875","TRHS415",0.036567375,-0.035944931,"USA",1884,"1878-1917","North","H"
"876","TRHS416",0.036240478,-0.027948827,"USA",1933,"1918-1957","North","H"
"877","TRHS417",0.025265408,-0.033927182,"USA",1938,"1918-1957","Middle","H"
"878","TRHS418",0.018865913,-0.032818169,"USA",1998,"1998-Present","North","H"
"879","TRHS419",0.035381128,-0.028991773,"USA",1946,"1918-1957","South","H"
"880","TRHS420",0.020738492,-0.036619578,"USA",1999,"1998-Present","Middle","H"
"881","TRHS421",0.023669,0.013967763,"USA",1953,"1918-1957","Middle","H"
"882","TRHS422",0.041215184,0.042840083,"USA",1969,"1958-1997","South","H"
"883","TRHS423",0.01867311,-0.031154453,"USA",1965,"1958-1997","North","H"
"884","TRHS424",0.037754917,0.034747351,"USA",1969,"1958-1997","Middle","H"
"885","TRHS425",0.039933737,-0.008753477,"USA",1948,"1918-1957","South","H"
"886","TRHS426",0.018365004,0.029213519,"USA",1960,"1958-1997","South","H"
"887","TRHS427",0.023417681,0.012920066,"USA",1947,"1918-1957","South","H"
"888","TRHS428",0.039274526,0.060257567,"USA",1977,"1958-1997","South","H"
"889","TRHS429",0.040417865,0.066720532,"USA",1974,"1958-1997","South","H"
"890","TRHS430",0.036448614,0.055609838,"USA",1950,"1918-1957","South","H"
"891","TRHS431",0.038018193,0.035710772,"USA",1959,"1958-1997","Middle","H"
"892","TRHS432",0.041173495,-0.008781408,"USA",1904,"1878-1917","North","H"
"893","TRHS50",0.034915667,-0.040943037,"USA",1889,"1878-1917","North","H"
"894","TRHS51",0.030784834,-0.041236204,"USA",1902,"1878-1917","North","H"
"895","TRHS52",0.018749845,-0.042220485,"USA",1904,"1878-1917","North","H"
"896","TRHS53",0.027323507,-0.040121537,"USA",1923,"1918-1957","North","H"
"897","TRHS54",0.015424426,-0.039422353,"USA",1925,"1918-1957","North","H"
"898","TRHS55",0.02374352,-0.018002624,"USA",1934,"1918-1957","North","H"
"899","TRHS56",0.032462712,0.071900396,"USA",1991,"1958-1997","South","H"
"900","TRHS57",0.039757356,0.059383126,"USA",1973,"1958-1997","South","H"
"901","TRHS58",0.028037533,0.038026764,"USA",1957,"1918-1957","South","H"
"902","TRHS59",0.038674906,-0.030941107,"USA",1888,"1878-1917","Middle","H"
"903","TRHS60",0.035494139,-0.039227782,"USA",1891,"1878-1917","Middle","H"
"904","TRHS61",0.03756944,-0.031745472,"USA",1913,"1878-1917","Middle","H"
"905","TRHS63",0.000589473,-0.027213199,"USA",1927,"1918-1957","Middle","H"
"906","TRHS64",0.037707178,0.066128196,"USA",1979,"1958-1997","South","H"
"907","TRHS65",0.023122199,-0.040289339,"USA",1935,"1918-1957","North","H"
"908","TRHS66",0.033696117,-0.038587617,"USA",1937,"1918-1957","North","H"
"909","TRHS67",0.027157233,-0.037435125,"USA",1942,"1918-1957","North","H"
"910","TRHS68",0.023372769,-0.042232738,"USA",1946,"1918-1957","North","H"
"911","TRHS69",0.026521076,-0.040104506,"USA",1948,"1918-1957","North","H"
"912","TRHS70",0.014770671,-0.004116522,"USA",1951,"1918-1957","North","H"
"913","TRHS71",0.032107859,-0.035372601,"USA",1972,"1958-1997","North","H"
"914","TRHS72",0.043008346,0.061645369,"USA",1971,"1958-1997","","H"
"915","TRHS73",0.034782731,-0.034178405,"USA",1937,"1918-1957","Middle","H"
"916","TRHS74",0.039679551,0.02210506,"USA",1940,"1918-1957","Middle","H"
"917","TRHS75",0.035058541,0.073239996,"USA",1941,"1918-1957","Middle","H"
"918","TRHS76",0.03341908,-0.029510693,"USA",1943,"1918-1957","Middle","H"
"919","TRHS77",0.034582922,0.061337047,"USA",1957,"1918-1957","South","H"
"920","TRHS78",0.034977129,0.062018192,"USA",1956,"1918-1957","South","H"
"921","TRHS79",-0.000125013,-0.029041043,"USA",1920,"1918-1957","South","H"
"922","TRHS80",0.030694624,0.072626658,"USA",1977,"1958-1997","South","H"
"923","TRHS81",0.022413212,-0.026128111,"USA",1971,"1958-1997","","H"
"924","TRHS82",0.024702491,-0.039504296,"USA",1948,"1918-1957","Middle","H"
"925","TRHS83",0.033478192,0.044075033,"USA",1947,"1918-1957","Middle","H"
"926","TRHS84",0.012371901,-0.035270527,"USA",1991,"1958-1997","Middle","H"
"927","TRHS85",0.038133484,0.062718577,"USA",1947,"1918-1957","Middle","H"
"928","TRHS86",0.027100758,-0.039723133,"USA",1947,"1918-1957","Middle","H"
"929","TRHS87",0.033517944,0.060326016,"USA",1949,"1918-1957","Middle","H"
"930","TRHS88",0.033361591,0.069116328,"USA",1983,"1958-1997","South","H"
"931","TRHS89",0.000499363,-0.032257666,"USA",1838,"1838-1877","North","H"
"932","TRHS90",0.008929828,-0.034590914,"USA",1839,"1838-1877","South","H"
"933","TRHS91",0.014231347,-0.02668391,"USA",1863,"1838-1877","North","H"
"934","TRHS92",0.029973502,-0.033785101,"USA",1898,"1878-1917","North","H"
"935","TRHS93",0.032596196,-0.024954661,"USA",1879,"1878-1917","","H"
"936","TRHS94",0.023517799,-0.030831627,"USA",1923,"1918-1957","North","H"
"937","TRHS95",0.010321023,-0.03042692,"USA",1987,"1958-1997","North","H"
"938","TRHS96",0.0443724,0.055291141,"USA",1977,"1958-1997","South","H"
"939","TRHS97",0.028790739,-0.034152391,"USA",1947,"1918-1957","North","H"
"940","TRHS98",0.011212945,0.034778817,"USA",1994,"1958-1997","Middle","H"
"941","TRHS99",0.020811994,-0.034918455,"USA",1982,"1958-1997","North","H"
"942","USMS_000010705",0.039156952,0.066483391,"USA",1975,"1958-1997","","H"
"943","USMS_000010708",0.034986535,0.052504207,"USA",1997,"1958-1997","","H"
"944","USMS_000018022",0.018537433,0.061871053,"USA",2008,"1998-Present","","H"
"945","WVA_105307",-0.011747643,-0.028284119,"USA",1912,"1878-1917","Middle","H"
"946","WVA_56235",0.022711643,-0.031894161,"USA",1961,"1958-1997","Middle","H"
"947","WVA_56236",0.022636045,-0.025540972,"USA",1934,"1918-1957","Middle","H"
"948","WVA_56250",0.026422883,0.05453039,"USA",1947,"1918-1957","","H"
